STATEFP, COUNTYFP, TLID, TFIDL, TFIDR, MTFCC, FULLNAME, SMID, LFROMADD, LTOADD, RFROMADD, RTOADD, ZIPL, ZIPR, FEATCAT, HYDROFLG, RAILFLG, ROADFLG, OLFFLG, PASSFLG, EXTTYP, TTYP, DECKEDROAD, ARTPATH, PERSIST, GCSEFLG, OFFSETL, OFFSETR, TNIDF, TNIDT
78, 010, 635720150, 206182166, 258451073, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 423310301, 99124066
78, 010, 635903895, 265955342, 265953042, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313793, 99124074
78, 010, 647870911, 265956746, 258745147, L4150, Caribbean, 7078, , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 423313791, 99123846
78, 010, 648373734, 265954704, 266201989, L4150, Caribbean, 7078, , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 426809064, 99124081
78, 010, 631919221, 265955416, 265955416, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 99127924, 421501234
78, 010, 631811611, 206183317, 258747000, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99126516, 99126517
78, 010, 631919274, 265956967, 265956967, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 421501254, 421501255
78, 010, 631987880, 265956540, 265956540, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 421570902, 421570908
78, 010, 631750300, 265956540, 261639634, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 99123592, 421392359
78, 010, 641756837, 265956540, 265950714, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 425077301, 421570895
78, 010, 635904069, 265953042, 258745247, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313853, 423313854
78, 010, 643812392, 258745624, 258452362, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 423314129, 423312636
78, 010, 635903913, 265953042, 265954589, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313799, 421394082
78, 010, 204607097, 257269917, 258745628, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99123598, 99123599
78, 010, 634186904, 258745201, 265953042, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 421404789, 422660662
78, 010, 647869687, 265952723, 265953042, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 423313818, 423313835
78, 010, 635904032, 265952723, 258745229, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313840, 423313817
78, 010, 634187259, 258745612, 265952525, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 422660838, 421392381
78, 010, 631939837, 265958394, 265958394, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 421540122, 421540123
78, 010, 641766638, 265958394, 265958394, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 425081136, 425081137
78, 010, 631939846, 265958394, 265958394, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 421540127, 421540128
78, 010, 635903985, 258745203, 265953042, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 422660732, 423313823
78, 010, 631790344, 265958227, 265958227, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 421415060, 421415059
78, 010, 647869960, 265958227, 265953814, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313829, 423313831
78, 010, 635904033, 258745230, 258745229, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313839, 423313840
78, 010, 647869130, 265957110, 265951274, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313937, 423313872
78, 010, 635904119, 258745367, 258745275, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313870, 99124424
78, 010, 647873586, 265958314, 265956500, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423314062, 99122946
78, 010, 635904772, 258745615, 258745612, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423314122, 423314121
78, 010, 647869776, 265958156, 265952723, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423313840, 423313848
78, 010, 635904031, 265958156, 258745230, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99126517, 423313840
78, 010, 631919003, 265958156, 265958156, K2432, , , , , , , , , , N, N, N, Y, , N, , , N, , N, N, N, 421501139, 421501140
78, 010, 204611882, 266200281, 266200281, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127089, 407130641
78, 010, 204611893, 261649689, 266200429, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127098, 99127096
78, 010, 204611811, 258453070, 258450648, S1200, Usvi Hwy 62, , , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99127032, 99127015
78, 010, 635723238, 258453070, 258453073, S1500, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423311376, 423311374
78, 010, 204613516, 206181247, 258453065, P0002, , 7078, , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99128165, 99128169
78, 010, 652834323, 267926467, 267926507, P0002, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 428423986, 99128178
78, 010, 616384625, 258746775, 258746775, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 408456242, 408456270
78, 010, 204611706, 206181754, 266199964, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99126945, 99126973
78, 010, 204611743, 206181754, 206181754, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99126973, 99126974
78, 010, 635718943, 261095993, 258450669, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 423309733, 423309838
78, 010, 204620486, 261095933, 261095933, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130352, 99127014
78, 010, 635718942, 261095993, 258450355, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423309837, 423309836
78, 010, 204613510, 261095933, 260767092, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 99128161, 99128162
78, 010, 204611810, 267926522, 261637715, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127027, 99128174
78, 010, 204620791, 261646454, 263869353, S1200, Usvi Hwy 622, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99130513, 99130371
78, 010, 635699860, 261646454, 263869353, S1200, Usvi Hwy 622, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 423299477, 423299533
78, 010, 204611723, 261646454, 206183473, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99126958, 99126964
78, 010, 635699901, 261646454, 261646454, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423299550, 423299559
78, 010, 635699888, 261646454, 261646454, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423299545, 423299550
78, 010, 204611959, 258450720, 258450712, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 99127147, 99127148
78, 010, 635699845, 258438034, 263869353, S1200, Usvi Hwy 622, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 423299524, 423299525
78, 010, 204611690, 206183464, 206183465, S1400, Coconut Ln, , , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99126933, 99126930
78, 010, 635697379, 261637833, 261637833, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 99127839, 423297236
78, 010, 204611722, 206183474, 206183472, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99126957, 99126955
78, 010, 641716185, 206183473, 206183475, S1200, Usvi Hwy 622, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99126962, 99126964
78, 010, 635906357, 206183477, 267926507, S1400, Granard Rd, , , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99127003, 99127025
78, 010, 204611756, 206183479, 263260529, S1750, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99126985, 99126988
78, 010, 204611758, 206183480, 206183481, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99126988, 99127841
78, 010, 204612942, 206183480, 263260529, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127841, 99126990
78, 010, 613399302, 206183490, 261096023, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127802, 407151693
78, 010, 613401542, 206183493, 206183493, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 407153006, 407153007
78, 010, 204620447, 206183493, 266200282, S1200, Granard Rd, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99130326, 99127083
78, 010, 635699802, 206183493, 258451800, S1200, Usvi Hwy 622, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99127519, 423299502
78, 010, 204611854, 206183493, 266199978, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127066, 99127065
78, 010, 642178561, 261656894, 206183506, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127115, 423283261
78, 010, 204611903, 261656894, 266200220, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127107, 99127111
78, 010, 204611896, 206183504, 261094256, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127100, 99128148
78, 010, 635718950, 206183506, 258450359, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130334, 423309840
78, 010, 632569475, 266200428, 266200428, S1200, Usvi Hwy 622, , , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 408665312, 408665343
78, 010, 204620465, 206183509, 266200221, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130338, 99127114
78, 010, 204620430, 206183522, 206183489, S1200, Usvi Hwy 62, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99127037, 99130307
78, 010, 204611968, 258450772, 206183521, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127156, 99127155
78, 010, 204611981, 206183524, 206183489, S1200, Usvi Hwy 62, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99127165, 99127047
78, 010, 641750693, 265958747, 265958747, S1740, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 99127916, 425074944
78, 010, 204619688, 206183603, 266202121, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99126734, 99129945
78, 010, 204612275, 258450874, 228748142, S1400, Von Scholten Gade, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99127361, 99127360
78, 010, 616903860, 261637769, 261637769, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 99127411, 408665919
78, 010, 613399941, 261637769, 267942747, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 407152071, 407152072
78, 010, 652834660, 267942745, 267926639, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127410, 428424111
78, 010, 204611989, 267942745, 206183526, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127170, 99127169
78, 010, 616384580, 206183657, 206183657, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 408456242, 408456243
78, 010, 616384535, 206183657, 258746776, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 408456219, 99126940
78, 010, 204612578, 206183673, 267926527, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127578, 99127582
78, 010, 616385538, 206183681, 228748748, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 408456668, 99127130
78, 010, 204619826, 206183681, 261095972, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130014, 99127132
78, 010, 204611952, 206183734, 258450719, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 99127142, 99127143
78, 010, 204619815, 206183735, 206183735, S1740, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130006, 99130007
78, 010, 204612879, 206183735, 261656841, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127798, 99127036
78, 010, 204616108, 258451800, 206183675, S1400, , 12950, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99128398, 99127586
78, 010, 640986779, 263260530, 263260526, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 424772891, 99126981
78, 010, 204611751, 263260530, 206183753, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99126981, 99127874
78, 010, 639063458, 261095278, 206181786, S1200, Granard Rd, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 408499818, 407152380
78, 010, 635903920, 258745165, 258745167, S1750, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 407130106, 423313801
78, 010, 204616056, 227205645, 258450701, S1200, Usvi Hwy 62, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99126725, 99126752
78, 010, 613398007, 227205645, 258450705, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 407150959, 407150957
78, 010, 613398005, 227205645, 258450703, S1200, Usvi Hwy 62, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99126752, 407150959
78, 010, 613399041, 258450672, 227205917, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 99127088, 407151558
78, 010, 204620472, 261094256, 261094256, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130342, 99130343
78, 010, 204612625, 261643068, 261643068, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 407130096, 99127617
78, 010, 204612626, 261643068, 206181791, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127615, 99128402
78, 010, 635699800, 261095972, 258451800, S1200, Granard Rd, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 423299500, 99127519
78, 010, 204611941, 261095972, 266200430, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127135, 99127136
78, 010, 204612630, 261095972, 206181786, S1200, Granard Rd, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99127619, 99127520
78, 010, 204612904, 261095972, 261095972, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 99127813, 99127815
78, 010, 635699799, 261095972, 258451800, S1200, Granard Rd, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99127813, 423299500
78, 010, 635719476, 261096023, 258450676, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310036, 423309841
78, 010, 616386682, 261096023, 261096023, S1400, Mang Paws, , , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99127800, 408457117
78, 010, 642862135, 261096023, 261096023, S1400, , 13191, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 407153282, 425393065
78, 010, 204620382, 229027087, 267926671, S1200, E End Rd, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99127354, 99130305
78, 010, 616385239, 229027087, 229027087, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 408456545, 408456546
78, 010, 635722309, 258452447, 261634909, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423311062, 423311063
78, 010, 635722372, 258452499, 265957412, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127394, 99127392
78, 010, 616902057, 263665692, 258452509, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 408665225, 99127602
78, 010, 635722378, 263665692, 258452509, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423311084, 408665225
78, 010, 613398137, 263665692, 258452509, S1500, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127602, 407151037
78, 010, 204612608, 258452509, 258452509, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127602, 99127603
78, 010, 635718748, 263665692, 263665692, H3010, , , , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 407130171, 423309761
78, 010, 204612590, 258452509, 263665692, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127587, 99127588
78, 010, 204619882, 258944920, 258944920, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130045, 99127624
78, 010, 204612599, 258944920, 258452509, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127595, 99127597
78, 010, 204612636, 258944920, 258944920, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127624, 99127611
78, 010, 204616339, 258944920, 258452509, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127597, 99127585
78, 010, 204619850, 258944920, 206183531, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130026, 99127622
78, 010, 635722637, 258452687, 267926605, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423311167, 99127399
78, 010, 204614063, 258452687, 267926621, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99128389, 99127391
78, 010, 642184260, 258452699, 258452699, S1400, Tulipan Dr, 12950, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 425229300, 425229304
78, 010, 635719653, 258452699, 261634909, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310108, 423309758
78, 010, 642184263, 258452699, 258452699, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 425229304, 425229306
78, 010, 635722660, 258452715, 258452707, S1400, Spring Gut Rd, , , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 423310122, 423311174
78, 010, 635900973, 258452721, 258452715, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99129987, 423311176
78, 010, 648369144, 266200430, 206183513, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 426807452, 99127134
78, 010, 641716192, 266200430, 266200281, S1200, Usvi Hwy 622, , , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99127135, 99130317
78, 010, 635718949, 258450357, 261095272, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423309839, 99128384
78, 010, 613399314, 258450359, 266200221, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 407151699, 99127101
78, 010, 204620460, 258450359, 258450359, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130334, 99130335
78, 010, 635719446, 258450647, 258450649, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310026, 99127798
78, 010, 635718956, 258450363, 261095272, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423309841, 423309734
78, 010, 635719443, 258450647, 258450647, S1400, Half Penny Rd, , , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 423310025, 99130009
78, 010, 635719449, 258450649, 265958085, L4150, Caribbean, 7078, , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 423310027, 99127797
78, 010, 613402358, 258450655, 258450655, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 407153403, 99127010
78, 010, 635719475, 258450669, 261095272, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423309734, 423309838
78, 010, 204611920, 266200277, 266200277, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127119, 99127108
78, 010, 204620449, 266200277, 266200220, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127103, 99130328
78, 010, 204616080, 266200277, 266200220, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127105, 99127107
78, 010, 635718693, 258450669, 258450363, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423309733, 423309734
78, 010, 204619772, 258450790, 258452721, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99129987, 99127126
78, 010, 635719511, 258450685, 258450683, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127300, 423310053
78, 010, 635719563, 258450711, 258450710, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310070, 423310071
78, 010, 635901673, 258450713, 258744049, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 423312902, 99126757
78, 010, 635719565, 258450713, 258450715, S1200, Usvi Hwy 62, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 423310073, 99126759
78, 010, 635719546, 258450717, 258450704, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423310065, 99126751
78, 010, 652834450, 258450719, 267926530, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 428424034, 423310079
78, 010, 204611946, 258450741, 258450710, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127138, 99127139
78, 010, 642184287, 263871852, 263871852, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 425229318, 425229312
78, 010, 635719614, 258450757, 258450739, S1400, , 12950, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127195, 423310092
78, 010, 204611393, 258747022, 258747022, S1500, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99126706, 99126707
78, 010, 635719654, 258747022, 258452476, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99126733, 423310104
78, 010, 635723290, 266200533, 263871856, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423311391, 423311392
78, 010, 652834543, 267926580, 266200428, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310043, 428424068
78, 010, 635719837, 258450871, 258450870, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310176, 423310177
78, 010, 635719838, 258450875, 258450873, P0001, , 12953, , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99129937, 423310178
78, 010, 635719840, 258450873, 258450874, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310177, 423310178
78, 010, 635723227, 258453067, 258453069, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 423311371, 99128159
78, 010, 635719535, 258453084, 258453078, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310062, 423310060
78, 010, 635719643, 261634837, 258747022, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, P, N, N, N, 99128248, 423310105
78, 010, 635723255, 258453084, 258453087, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 423310060, 423311381
78, 010, 635723256, 258453100, 258453100, H3010, , 7078, , , , , , , , Y, N, N, N, , N, , , N, I, N, N, N, 423311381, 99126762
78, 010, 642184309, 258453103, 263871857, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310093, 425229327
78, 010, 652834596, 267926605, 267942745, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423312645, 428424088
78, 010, 204616597, 267926621, 265957286, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127891, 99127406
78, 010, 652834631, 267926621, 267926640, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 428424101, 423312648
78, 010, 635899425, 258742988, 267926639, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423312649, 423312650
78, 010, 635899422, 267926621, 258742985, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423312648, 423312649
78, 010, 204612447, 267926526, 206183639, S1200, Usvi Hwy 62, 7079, , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99127484, 99127808
78, 010, 635699772, 263869353, 263869353, S1740, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 423299481, 423299482
78, 010, 648368228, 266199958, 258450655, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310017, 426807099
78, 010, 635719424, 266199958, 258450637, S1200, Usvi Hwy 62, , , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99126991, 423310017
78, 010, 204619768, 258746782, 258452721, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127126, 99129985
78, 010, 204612971, 263260529, 263260530, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127862, 99127863
78, 010, 204612949, 267926413, 206183755, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 99127844, 99127845
78, 010, 652834224, 267926413, 265951034, L4150, Caribbean, , , , , , , , L, N, N, N, Y, , N, , , N, , N, N, N, 424772896, 428423950
78, 010, 641274318, 264002139, 261646454, S1750, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 424773397, 424773398
78, 010, 641750692, 265955645, 265958747, S1740, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 425074942, 425074943
78, 010, 647870234, 265957456, 265953207, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 423310054, 423309814
78, 010, 642184288, 263871847, 263871852, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 425229316, 425229318
78, 010, 645483817, 263871854, 263871847, S1400, , 12950, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 425229325, 425229318
78, 010, 641754048, 265957456, 268011795, S1500, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 425076181, 99127599
78, 010, 635899495, 266199957, 206181754, S1400, , , , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 423312671, 99126923
78, 010, 648368230, 266199959, 266199958, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 426807098, 426807099
78, 010, 641168624, 266199966, 206183465, S1400, Palm Dr, , , , , , , , S, N, N, Y, N, , N, , , N, , N, N, N, 99126930, 99126932
78, 010, 648368223, 266199965, 266199957, P0001, , , , , , , , , , N, N, N, N, , N, , , , , N, N, N, 426807097, 99126923
78, 010, 204620568, 266199971, 266199971, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130394, 99130396
78, 010, 613399606, 266199971, 266199971, S1750, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 99130385, 407151862
78, 010, 204620572, 266199976, 258451800, S1200, Usvi Hwy 622, 7079, , , , , , , S, N, N, Y, N, , N, , N, N, , N, N, N, 99130398, 99127079
78, 010, 204611871, 266199976, 206183498, S1400, , , , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99127081, 99127080
78, 010, 204620512, 266199978, 266199978, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , N, N, , N, N, N, 99130369, 99130370
78, 010, 648368277, 266199980, 266199980, S1750, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 426807118, 407151751
78, 010, 613398882, 266199979, 228804029, S1400, , 7079, , , , , , , , N, N, Y, N, , N, , , N, , N, N, N, 407151473, 407151474
